customer_id,probability
12346,7.440398774367821e-06
12347,0.07144090092345266
12348,0.003085745141397184
12349,0.0009747927226463659
12350,0.9441314566278889
12351,4.498848681312252e-06
12352,0.7465584706395677
12353,4.879064979129948e-06
12354,8.071615695094729e-05
12355,0.00014793223584027556
12356,0.003529196622745853
12357,0.0038381802242711837
12358,4.1644777706345595e-05
12359,0.6619176278865746
12360,0.013137690619664667
12361,0.3396959834614347
12362,0.9970018852586795
12363,0.0010316932445603865
12364,0.007903892443753745
12365,0.8773506747364201
12366,3.0767304959108347e-06
12368,2.643429230091933e-06
12369,1.4148338494639882e-05
12370,0.09653545931917464
12371,0.00034120339834657165
12372,0.5121364880397864
12373,0.9328982733662838
12374,4.9465551461297276e-05
12375,0.0001762935622133737
12376,4.844518786307168e-06
12377,9.281406102101354e-06
12378,0.002132029969316177
12379,0.0008515003309434207
12380,0.2867924760650694
12381,0.11122522142503491
12382,1.7093365401141333e-06
12383,0.0021534212781813486
12384,0.0011817107319976052
12385,1.0494685294684048e-05
12386,2.9506314446690996e-06
12387,4.881967928977544e-06
12388,0.11371261864324914
12389,6.0976204605709756e-06
12390,3.956475802322964e-05
12391,3.575106970221236e-05
12392,3.000438758176054e-06
12393,0.009516671730319637
12394,0.005919588897064991
12395,0.643625226372128
12396,3.846349839590412e-06
12397,0.014175375521378437
12398,0.001169528402170795
12399,0.01097610971395643
12400,2.0719714032029067e-06
12401,2.595273337150819e-06
12402,7.442714506508203e-06
12403,5.141881732765684e-05
12404,1.7093365401141333e-06
12405,0.0009891790746944726
12406,0.03955083779068836
12407,0.030317072389534856
12408,0.16808770437960122
12409,0.11990605190369816
12410,0.990415834697379
12411,5.102439203437048e-06
12412,0.0025957122741325058
12413,0.0010866040473409876
12414,0.024721190151580558
12415,0.9983137667357276
12416,2.3664654286904484e-06
12417,0.6986871751347623
12418,8.669361239063207e-05
12419,1.1461422011201374e-05
12420,0.00011343119257396133
12421,0.00045615065959738144
12422,0.00022233518105792773
12423,0.6005486049701263
12424,0.0004951311573231957
12425,0.0001654328560868808
12426,3.1634068375327124e-05
12427,0.0003091953011516812
12428,0.19537414468437406
12429,0.0027108022042852957
12430,3.422730111469732e-05
12431,0.9519470603572786
12432,0.0639679410052959
12433,0.17073882728526815
12434,0.01674783009081455
12435,0.001244079381676887
12436,3.9587553042604285e-05
12437,0.9579721980410361
12438,0.0063659433363811415
12439,1.7093365401141333e-06
12440,4.0307628712191165e-06
12441,4.534593186981222e-06
12443,1.7093365401141333e-06
12444,0.3960741270446217
12445,2.710684124572854e-06
12446,0.0003130799680696645
12447,8.392806436782868e-05
12448,4.9587922066048235e-05
12449,0.04550434158590648
12450,6.447118814120344e-05
12451,0.08546347962228229
12452,1.8031419474375053e-05
12453,0.00012221709628314336
12454,1.0258111476339946e-05
12455,0.9923207438738004
12456,0.30583564292912835
12457,0.18725373163372186
12458,0.9894358403761179
12459,4.221225430545152e-06
12460,2.7108576423948347e-06
12461,0.0011754106278385745
12462,0.9981051912647185
12463,0.053454092640649827
12464,0.47184066174885086
12465,9.533420623161357e-05
12466,1.7093365401141333e-06
12467,3.2505864854780237e-06
12468,0.0001678064274228143
12469,1.1558765927578153e-05
12470,1.7093365401141333e-06
12471,0.9979947339861199
12472,0.9486296981939656
12473,0.19478850525481095
12474,0.9981304801631126
12475,0.0002909697289492576
12476,0.987206296625856
12477,0.8787926329716503
12479,3.725630886612855e-05
12480,0.007053458058187206
12481,0.7844328796382449
12482,6.0986950048590556e-06
12483,0.11640123834648687
12484,0.6391665563474745
12485,3.4712176515401915e-06
12486,1.197680032302584e-05
12487,1.7093365401141333e-06
12488,0.008065469741383837
12489,4.0014405785109234e-06
12490,0.8470436686539801
12491,1.8011113776697296e-05
12492,9.853745592078383e-06
12493,0.0009596536578952164
12494,0.20209505191695837
12495,3.85842559086005e-06
12496,2.703681320754243e-06
12497,9.033013105377238e-05
12498,0.000265908181668423
12499,4.2107919489523086e-06
12500,0.9073566416094232
12501,7.615256193419218e-06
12502,0.673360543960749
12503,4.808104047146735e-06
12504,3.928022772673834e-06
12505,1.4819236526144973e-05
12506,3.2574311064262226e-06
12507,0.3136923598902198
12508,7.520554768223607e-05
12509,0.00014422251298576373
12510,7.190590855242615e-05
12511,2.476222098776629e-05
12512,2.4684944498746367e-06
12513,0.0002759856206229808
12514,0.00023263381988008973
12515,5.04008001918309e-06
12516,0.00036536719893102623
12517,0.33076795092682326
12518,0.5225031832232419
12519,1.8361611382598837e-05
12520,0.08505309790965812
12521,4.876805105218748e-05
12522,8.659712315330744e-05
12523,0.6335788119837611
12524,0.8472110911215842
12525,4.816702269998202e-06
12526,0.0007943818994192477
12527,0.009282741646068963
12528,0.0036273783359120175
12529,3.2925685120776252e-06
12530,0.029468309446202753
12531,4.74486593890828e-06
12532,4.5113509545691685e-05
12533,4.197904375420741e-06
12534,0.00010058568613218555
12535,0.0018914344327426401
12536,0.004047083331196929
12537,1.0208047916385665e-05
12538,4.227274324144122e-05
12539,0.005881511914566078
12540,0.9980013396162433
12541,0.0010679777205640614
12542,2.9407877983145574e-06
12543,1.2574485963448312e-05
12544,4.845782346033656e-05
12545,0.0006980638444440265
12546,0.009017683054905384
12547,1.7271367388528055e-05
12548,1.5786736627886963e-06
12549,2.829614097573316e-06
12550,0.0001503141376636692
12551,2.9210323894112266e-06
12552,0.003781092142752811
12553,0.9884085549553868
12554,7.2805424189036735e-06
12555,1.7093365401141333e-06
12556,0.00026836986698990274
12557,0.002999227515235216
12559,3.649346003743908e-06
12560,0.002524259181786267
12561,0.8009841074492245
12562,0.6715829214768826
12563,5.469261209108121e-06
12564,9.16825896915917e-05
12565,0.00010013780211566273
12566,1.4082167515721223e-05
12567,0.6529289041887951
12568,3.5196378372126003e-06
12569,0.9834817091382672
12570,1.7093365401141333e-06
12571,6.587372504557273e-05
12572,7.070260611085854e-05
12573,1.4086693920087699e-05
12574,3.0796779362654554e-06
12575,5.110203964474161e-06
12576,0.36504749157203864
12577,0.00013535374949168782
12578,0.0009456788366322432
12579,2.6803637632311027e-05
12580,6.560404750879744e-05
12581,4.7931340853356505e-05
12582,0.07973398052175341
12583,0.9808004041950525
12584,0.4463387140124056
12585,0.00010528901223929103
12586,0.00022345573907418245
12588,0.0001005466069975697
12589,0.00012844466879652718
12590,0.021015089035282663
12591,1.8295370741035663e-05
12592,0.00022696521553223592
12593,0.0012793383305065784
12594,0.7507429871668266
12595,5.567537734475844e-06
12596,0.0008437940186358676
12597,0.10925918902063067
12598,0.4588397943187599
12599,0.3667485805349009
12600,0.8967990139826106
12601,0.00318129568682472
12602,1.005331067740643e-05
12603,0.0004892667391535869
12604,3.386716897076135e-05
12605,7.242426619938247e-06
12606,1.7093365401141333e-06
12607,9.081012613250407e-06
12608,3.3634806936262964e-06
12609,0.00022263506014203718
12610,0.06561840776080219
12611,0.0004981239587189682
12612,0.0018025344170627463
12613,0.483111808555957
12614,6.283756762728102e-05
12615,0.02465299454870529
12616,0.4514556407856843
12617,6.442683682246333e-05
12618,9.159937105342795e-06
12619,0.6189668943298432
12620,0.007474299282714654
12621,0.9996833041898742
12622,1.1269260153017193e-05
12623,9.263838726481228e-05
12624,8.725485672014859e-05
12625,0.009050401850297412
12626,0.972220363579306
12627,0.13370509227439664
12628,0.0002829759804429954
12629,7.3152392988535e-06
12630,0.001271052092530568
12631,5.711115209153226e-05
12632,3.6657110987565327e-06
12633,0.6358926961320636
12634,4.4536785065229115e-06
12635,0.0015301998811318347
12636,1.7093365401141333e-06
12637,0.645412048455442
12638,6.052907372332948e-05
12639,0.00010976035393081752
12640,0.004069228443386164
12641,3.295350392643325e-05
12642,0.004961850563851895
12643,0.06968242382821549
12644,8.88111281369298e-05
12645,0.028783929963602566
12646,0.00012057116942910175
12647,0.12565636386021095
12648,1.7382482772475243e-05
12649,0.0010677634940232212
12651,3.989232480977904e-06
12652,6.112480618852485e-06
12653,0.8517377396183731
12654,0.1133322520125638
12655,3.3143231700962803e-06
12656,0.6493928497657842
12657,0.007050728128059472
12658,8.313123171446373e-05
12659,3.262416514160138e-06
12660,3.619211552396012e-05
12661,3.3774400357719127e-06
12662,0.9965830848153464
12663,3.2599715376109463e-06
12664,0.18018869869652093
12665,5.533303652645351e-06
12666,8.058165747299782e-06
12667,5.331687649907784e-05
12668,0.017347353338931653
12669,0.0038080670741374076
12670,0.048656764368799406
12671,4.851859377758706e-06
12672,4.008130210505083e-06
12673,1.3711583947932435e-05
12674,0.0320395551317747
12675,4.694684616725913e-06
12676,0.9236524320503197
12677,3.4437994484837897e-06
12678,0.9940154998633715
12679,0.009392800711436956
12680,0.00028314741351946653
12681,0.9919550480391429
12682,0.9956088741900447
12683,0.9985458582760305
12684,0.06504497927599086
12685,0.8652432703545823
12686,2.728772241409887e-06
12687,7.274086782518073e-06
12688,0.001918598976917278
12689,0.0008504901577611287
12690,4.4812606553813426e-05
12691,0.0017208216418473936
12692,2.346195966560652e-06
12693,0.02006191938431798
12694,0.00012675369859034327
12695,0.00035584906141170215
12696,1.5665186195194564e-05
12697,0.0012122343044487522
12698,2.9597139758769194e-06
12699,1.718293696376701e-05
12700,0.01452026742256518
12701,0.00039166171211283595
12702,0.00010110817488417886
12703,0.0001107107556835638
12704,0.2226492055783324
12705,0.9764318617728831
12706,1.7093365401141333e-06
12707,0.9934100597304232
12708,0.5626443292841867
12709,0.9950663956734915
12710,0.00508175366123292
12711,4.0532213807245245e-06
12712,0.977896441885274
12714,0.08844074795488427
12715,1.246477349716464e-05
12716,0.00011888281344096081
12717,0.0015583093363337201
12718,2.2275570808142092e-05
12719,4.912464694878946e-05
12720,0.9988785767775835
12721,0.2228743400553165
12722,0.001472512884003638
12723,0.0006861362745482913
12724,0.0005064402589444942
12725,1.5117361081605013e-05
12726,0.09609422458143224
12727,0.32969092145883516
12728,0.11370083158735604
12729,4.7866973100223656e-05
12730,4.361810696737805e-06
12731,0.9914114141161167
12732,5.913682512187766e-05
12733,5.2856409161327266e-05
12734,1.106072215876038e-05
12735,3.210438787523672e-06
12736,4.328939339070844e-06
12737,1.9837568661104844e-06
12738,2.9253117630780733e-06
12739,0.00017761908085481536
12740,8.111315660038321e-05
12741,3.7861693664444466e-06
12742,4.0173346974509676e-06
12743,7.198860376083037e-05
12744,0.32384959945347147
12745,3.84887156620235e-06
12746,3.2009208858569144e-06
12747,0.37864836565582266
12748,0.9997436541111836
12749,0.06587584343808534
12750,3.175772857136926e-05
12751,6.140957372208719e-06
12752,0.0008976141352133757
12753,0.06461843745814926
12754,0.26500625761399466
12755,5.6458191886795984e-05
12756,3.5809785740840956e-06
12757,0.4940778847873062
12758,0.008355914733598022
12759,0.00490073819436348
12760,7.229743283091363e-06
12761,4.6944079998318145e-06
12762,4.216433772859646e-05
12763,1.1158604516013194e-05
12764,3.4413595805143444e-06
12765,3.84241958507751e-06
12766,0.12360269159714511
12767,7.335639335377161e-06
12768,3.856791600354532e-06
12769,0.0002581871227888677
12770,0.00021008564302917834
12771,3.1172682535234373e-06
12772,0.0001506400608419841
12773,3.602685952001363e-06
12774,3.3683295907402153e-06
12775,0.26284936712159057
12776,3.863734810240208e-06
12777,5.289718230964299e-06
12778,0.0010729824923427036
12779,0.3615516167095471
12780,2.219094238005034e-06
12781,0.7610236840762841
12782,0.0010421291443885542
12783,0.07448229001895601
12784,2.184318706044906e-05
12785,6.349023226833294e-06
12786,4.436896035680974e-06
12787,0.00042851756144247915
12788,4.777423399514213e-06
12789,1.6876672769046268e-06
12790,0.00011944080770825802
12791,6.2609002110160094e-06
12792,1.8469966351166217e-05
12793,1.2798617005045609e-05
12794,0.001214869967083833
12795,2.5677754746857035e-05
12796,4.073286554432764e-06
12797,8.342055054858393e-06
12798,0.022831805590410925
12799,2.8254275192982603e-06
12800,4.604837798773749e-06
12801,3.987912734906143e-06
12802,5.7632980147208005e-05
12803,6.519306661722132e-06
12804,3.137622496346711e-06
12805,7.267782050759559e-06
12806,4.776653729589671e-06
12807,5.855283323045644e-06
12808,0.00017672591955329633
12809,2.2104036844626478e-05
12810,4.408631090445955e-06
12811,0.05541999294759294
12812,5.236248309367112e-05
12813,4.366907737208158e-06
12814,2.7698438615306686e-06
12815,0.003467954057243778
12816,0.00010574537826746166
12817,1.827275298768552e-05
12818,0.0037151785103279483
12819,3.7662193817712463e-06
12820,0.00017644902826060497
12821,2.945602981780587e-06
12822,7.716436063484243e-05
12823,0.30324650715653245
12824,2.4702230761742788e-05
12825,3.372706049124222e-06
12826,0.0016520577829349638
12827,0.0005534071169777722
12828,0.0017884505502858256
12829,5.448839648930757e-06
12830,0.0354822503850145
12831,9.767161017683333e-05
12832,0.00016807169657413377
12833,4.8504805414875054e-05
12834,3.323160906835167e-05
12835,5.58134208255698e-06
12836,0.634860774341824
12837,3.009476035196679e-06
12838,7.515136372522859e-05
12839,0.9488035413516067
12840,0.14255779698549706
12841,0.9848278084616681
12842,0.9030035269183098
12843,0.022243315737203125
12844,0.00016413251166483495
12845,0.021189177491796655
12846,1.7093365401141333e-06
12847,0.0004659689193801676
12848,2.9658215159251496e-06
12849,0.0005454295740949065
12850,1.5913742119621734e-06
12851,2.5925529744414527e-06
12852,0.9068732008284257
12853,0.013011314346707268
12854,0.004128126831977324
12855,1.8761093843661753e-05
12856,0.8396510601456414
12857,0.9892288574045823
12858,1.1652209310418515e-05
12859,3.0218528970977806e-06
12860,1.7093365401141333e-06
12861,1.9279122440951364e-06
12862,1.3862434030190966e-05
12863,0.0033192934363128006
12864,3.4847357263340995e-06
12865,0.0025116166460485362
12866,6.107082393896078e-05
12867,0.9327024808211134
12868,0.014664489110011955
12869,1.7093365401141333e-06
12870,1.4994062026827487e-05
